2012 03 21 11 34 11.128   103.06382800    60.00000000   103.07824707    60.00213242   103.04883575    60.00056839   103.07881927    59.99942780   103.04941559    59.99786377
2012 03 21 11 34 11.175   103.06322500    60.00284600   103.07765198    60.00496674   103.04823303    60.00342560   103.07821655    60.00226212   103.04880524    60.00072098
2012 03 21 11 34 11.222   103.06263000    60.00569500   103.07705688    60.00781631   103.04763794    60.00627518   103.07762146    60.00511169   103.04821014    60.00357056
2012 03 21 11 34 11.269   103.06203500    60.00854100   103.07646179    60.01066208   103.04704285    60.00912094   103.07702637    60.00795746   103.04760742    60.00641632
2012 03 21 11 34 11.316   103.06144000    60.01138700   103.07585907    60.01351929   103.04644775    60.01195908   103.07643127    60.01081467   103.04701996    60.00925446
2012 03 21 11 34 11.363   103.06083700    60.01423300   103.07526398    60.01635742   103.04584503    60.01481247   103.07582855    60.01364899   103.04640961    60.01210785
2012 03 21 11 34 11.410   103.06024200    60.01707800   103.07467651    60.01919937   103.04524994    60.01765823   103.07523346    60.01649475   103.04581451    60.01495361
2012 03 21 11 34 11.457   103.05964700    60.01992800   103.07407379    60.02206039   103.04464722    60.02050018   103.07464600    60.01935577   103.04521942    60.01779556
2012 03 21 11 34 11.503   103.05904400    60.02277400   103.07347870    60.02489471   103.04404449    60.02335358   103.07404327    60.02219009   103.04460907    60.02064896
2012 03 21 11 34 11.554   103.05844900    60.02562000   103.07288361    60.02774048   103.04344940    60.02619934   103.07344818    60.02503586   103.04401398    60.02349472
2012 03 21 11 34 11.601   103.05785400    60.02846500   103.07228088    60.03059769   103.04285431    60.02903748   103.07285309    60.02789307   103.04342651    60.02633286
2012 03 21 11 34 11.648   103.05725100    60.03131500   103.07168579    60.03343582   103.04225159    60.03189468   103.07225037    60.03073120   103.04281616    60.02919006
2012 03 21 11 34 11.695   103.05665600    60.03416100   103.07109070    60.03628159   103.04165649    60.03474045   103.07165527    60.03357697   103.04222107    60.03203583
2012 03 21 11 34 11.742   103.05606100    60.03700600   103.07049561    60.03913879   103.04105377    60.03757858   103.07106781    60.03643417   103.04162598    60.03487396
2012 03 21 11 34 11.789   103.05545800    60.03985200   103.06990051    60.04197311   103.04045105    60.04043579   103.07046509    60.03926849   103.04101562    60.03773117
2012 03 21 11 34 11.835   103.05486300    60.04270200   103.06929779    60.04483414   103.03985596    60.04327393   103.06987000    60.04212952   103.04042816    60.04056931
2012 03 21 11 34 11.882   103.05426000    60.04554700   103.06870270    60.04767227   103.03925323    60.04612350   103.06926727    60.04496765   103.03981781    60.04341888
2012 03 21 11 34 12.253   103.04956100    60.06791700   103.06401062    60.07004929   103.03453827    60.06848907   103.06458282    60.06734467   103.03511810    60.06578445
2012 03 21 11 34 12.300   103.04895800    60.07076300   103.06341553    60.07288361   103.03393555    60.07134628   103.06398010    60.07017899   103.03450775    60.06864166
2012 03 21 11 34 12.347   103.04836300    60.07360800   103.06281281    60.07573700   103.03334045    60.07418060   103.06338501    60.07303238   103.03391266    60.07147598
2012 03 21 11 34 12.394   103.04776000    60.07645800   103.06221771    60.07857895   103.03273773    60.07704163   103.06278229    60.07587433   103.03330231    60.07433701
2012 03 21 11 34 12.441   103.04716500    60.07930400   103.06161499    60.08143616   103.03214264    60.07987595   103.06218719    60.07873154   103.03271484    60.07717133
2012 03 21 11 34 12.488   103.04656200    60.08215000   103.06101990    60.08427048   103.03153992    60.08273315   103.06158447    60.08156586   103.03210449    60.08002853
2012 03 21 11 34 12.535   103.04596700    60.08499500   103.06042480    60.08712387   103.03093719    60.08556747   103.06099701    60.08441925   103.03150940    60.08286285
2012 03 21 11 34 12.582   103.04536400    60.08784500   103.05982971    60.08996582   103.03033447    60.08842850   103.06039429    60.08726120   103.03090668    60.08572388
2012 03 21 11 34 12.632   103.04476900    60.09069100   103.05922699    60.09281921   103.02973938    60.09126282   103.05979919    60.09011459   103.03031158    60.08855820
2012 03 21 11 34 12.679   103.04416700    60.09353600   103.05863190    60.09565735   103.02913666    60.09412003   103.05919647    60.09295273   103.02970123    60.09141541
2012 03 21 11 34 12.726   103.04357100    60.09638600   103.05802917    60.09851456   103.02854156    60.09695816   103.05860138    60.09580994   103.02911377    60.09425354
2012 03 21 11 34 12.773   103.04296900    60.09923200   103.05743408    60.10136414   103.02793884    60.09980392   103.05799866    60.09865952   103.02851105    60.09709930
2012 03 21 11 34 12.820   103.04236600    60.10207700   103.05683899    60.10419464   103.02733612    60.10266113   103.05739594    60.10149002   103.02790070    60.09995651
2012 03 21 11 34 12.867   103.04177100    60.10492700   103.05623627    60.10705566   103.02673340    60.10549927   103.05680847    60.10435104   103.02730560    60.10279465
2012 03 21 11 34 12.914   103.04116800    60.10777300   103.05564117    60.10989380   103.02613068    60.10835648   103.05620575    60.10718918   103.02669525    60.10565186
2012 03 21 11 34 12.960   103.04057300    60.11061900   103.05503845    60.11275101   103.02553558    60.11119080   103.05561066    60.11004639   103.02610779    60.10848618
2012 03 21 11 34 13.007   103.03997000    60.11346400   103.05443573    60.11559296   103.02493286    60.11403656   103.05500793    60.11288834   103.02550507    60.11133194
2012 03 21 11 34 13.054   103.03936800    60.11631000   103.05384064    60.11842728   103.02433014    60.11689377   103.05440521    60.11572266   103.02489471    60.11418915
2012 03 21 11 34 13.101   103.03877300    60.11916000   103.05324554    60.12129211   103.02372742    60.11973190   103.05381775    60.11858749   103.02430725    60.11702728
2012 03 21 11 34 13.148   103.03817000    60.12200500   103.05265045    60.12412643   103.02312469    60.12258911   103.05321503    60.12142181   103.02369690    60.11988449
2012 03 21 11 34 13.195   103.03757500    60.12485100   103.05204773    60.12697983   103.02252960    60.12542343   103.05261993    60.12427521   103.02310181    60.12271881
2012 03 21 11 34 13.246   103.03697200    60.12770100   103.05144501    60.12982941   103.02192688    60.12827301   103.05201721    60.12712479   103.02249908    60.12556839
2012 03 21 11 34 13.292   103.03636900    60.13054700   103.05084229    60.13267517   103.02132416    60.13112259   103.05141449    60.12997055   103.02189636    60.12841797
2012 03 21 11 34 13.339   103.03576700    60.13339200   103.05024719    60.13551331   103.02072144    60.13397598   103.05081177    60.13280487   103.02128601    60.13127136
2012 03 21 11 34 13.386   103.03517200    60.13623800   103.04965210    60.13836670   103.02011871    60.13681030   103.05022430    60.13566208   103.02069855    60.13410568
2012 03 21 11 34 13.433   103.03456900    60.13908400   103.04904938    60.14121246   103.01951599    60.13965607   103.04962158    60.13850784   103.02008820    60.13695145
2012 03 21 11 34 13.480   103.03396600    60.14193000   103.04845428    60.14404678   103.01891327    60.14251328   103.04901886    60.14134216   103.01947784    60.13980865
2012 03 21 11 34 13.527   103.03337100    60.14477900   103.04785156    60.14690781   103.01831818    60.14535141   103.04842377    60.14420319   103.01889038    60.14264679
2012 03 21 11 34 13.574   103.03276800    60.14762500   103.04724884    60.14975357   103.01771545    60.14820099   103.04782104    60.14704895   103.01828766    60.14549637
2012 03 21 11 34 13.621   103.03216600    60.15047100   103.04665375    60.15259933   103.01711273    60.15104294   103.04722595    60.14989471   103.01768494    60.14833832
2012 03 21 11 34 13.667   103.03156300    60.15331600   103.04605865    60.15543365   103.01651001    60.15390015   103.04661560    60.15272903   103.01707458    60.15119553
2012 03 21 11 34 13.714   103.03096800    60.15616200   103.04545593    60.15829086   103.01590729    60.15673828   103.04602814    60.15558624   103.01647949    60.15403366
2012 03 21 11 34 13.761   103.03036500    60.15901200   103.04485321    60.16114044   103.01530457    60.15958405   103.04542542    60.15843582   103.01587677    60.15688324
2012 03 21 11 34 13.808   103.02976200    60.16185800   103.04425049    60.16398621   103.01470184    60.16243362   103.04482269    60.16128159   103.01527405    60.15972900
2012 03 21 11 34 13.859   103.02916000    60.16470300   103.04365540    60.16682434   103.01409912    60.16528702   103.04421997    60.16411972   103.01466370    60.16258240
2012 03 21 11 34 13.906   103.02856400    60.16754900   103.04306030    60.16967392   103.01349640    60.16812515   103.04362488    60.16696930   103.01406860    60.16542053
2012 03 21 11 34 13.953   103.02796200    60.17039900   103.04245758    60.17252731   103.01289368    60.17097092   103.04302979    60.16982269   103.01347351    60.16827011
2012 03 21 11 34 14.000   103.02735900    60.17324400   103.04185486    60.17537308   103.01229095    60.17381668   103.04242706    60.17266846   103.01286316    60.17111206
2012 03 21 11 34 14.046   103.02675600    60.17609000   103.04125214    60.17821884   103.01168823    60.17666626   103.04182434    60.17551422   103.01226044    60.17396164
2012 03 21 11 34 14.093   103.02615400    60.17893600   103.04064941    60.18106461   103.01108551    60.17951202   103.04122162    60.17835999   103.01165771    60.17680740
2012 03 21 11 34 14.140   103.02555100    60.18178200   103.04005432    60.18389893   103.01048279    60.18236923   103.04061890    60.18119431   103.01104736    60.17966080
2012 03 21 11 34 14.187   103.02495600    60.18463100   103.03945923    60.18675995   103.00988007    60.18520355   103.04003143    60.18405533   103.01045990    60.18250275
2012 03 21 11 34 14.234   103.02435300    60.18747700   103.03885651    60.18960571   103.00927734    60.18805313   103.03942871    60.18690109   103.00984955    60.18534851
2012 03 21 11 34 14.281   103.02375000    60.19032300   103.03825378    60.19244766   103.00867462    60.19089890   103.03882599    60.18974304   103.00924683    60.18819427
2012 03 21 11 34 14.652   103.01902000    60.21269200   103.03353119    60.21481705   103.00393677    60.21326828   103.03410339    60.21211243   103.00450897    60.21056366
2012 03 21 11 34 14.699   103.01841700    60.21554200   103.03292847    60.21766663   103.00333405    60.21611786   103.03350067    60.21496201   103.00390625    60.21341324
2012 03 21 11 34 14.746   103.01781500    60.21838800   103.03233337    60.22051620   103.00272369    60.21896362   103.03290558    60.21781158   103.00330353    60.21625900
2012 03 21 11 34 14.792   103.01721200    60.22123300   103.03173065    60.22336197   103.00212097    60.22180939   103.03230286    60.22065735   103.00269318    60.21910477
2012 03 21 11 34 14.839   103.01660900    60.22407900   103.03112793    60.22620773   103.00151825    60.22465515   103.03170013    60.22350311   103.00209045    60.22195053
2012 03 21 11 34 14.890   103.01600600    60.22692500   103.03052521    60.22904968   103.00091553    60.22750092   103.03109741    60.22634506   103.00148773    60.22479630
2012 03 21 11 34 14.937   103.01540400    60.22977400   103.02992249    60.23190308   103.00031281    60.23035049   103.03049469    60.22919846   103.00088501    60.22764587
2012 03 21 11 34 14.984   103.01480100    60.23262000   103.02931976    60.23474884   102.99971008    60.23319626   103.02989197    60.23204422   103.00028229    60.23049164
2012 03 21 11 34 15.031   103.01419800    60.23546600   103.02872467    60.23759079   102.99909973    60.23604202   103.02928925    60.23488617   102.99967957    60.23333740
2012 03 21 11 34 15.078   103.01359600    60.23831200   103.02812195    60.24044037   102.99849701    60.23888779   103.02869415    60.23773575   102.99907684    60.23618317
2012 03 21 11 34 15.125   103.01299300    60.24115800   103.02751923    60.24328613   102.99789429    60.24173355   103.02809143    60.24058151   102.99846649    60.23902893
2012 03 21 11 34 15.171   103.01239000    60.24400300   103.02691650    60.24612808   102.99729156    60.24457932   103.02748871    60.24342346   102.99786377    60.24187469
2012 03 21 11 34 15.218   103.01178700    60.24685300   103.02631378    60.24897766   102.99668884    60.24742889   103.02688599    60.24627304   102.99726105    60.24472427
2012 03 21 11 34 15.265   103.01118500    60.24969900   103.02571106    60.25182724   102.99608612    60.25027466   103.02628326    60.24912262   102.99665833    60.24757004
2012 03 21 11 34 15.312   103.01058200    60.25254400   103.02511597    60.25466919   102.99547577    60.25312042   103.02568817    60.25196457   102.99605560    60.25041580
2012 03 21 11 34 15.359   103.00997900    60.25539000   103.02451324    60.25751495   102.99487305    60.25596619   103.02508545    60.25481033   102.99544525    60.25326157
2012 03 21 11 34 15.406   103.00937700    60.25823600   103.02390289    60.26037216   102.99427032    60.25880432   103.02448273    60.25766754   102.99485016    60.25609970
2012 03 21 11 34 15.453   103.00876600    60.26108600   103.02330017    60.26321411   102.99365997    60.26166153   103.02387238    60.26050949   102.99423218    60.25895691
2012 03 21 11 34 15.500   103.00816300    60.26393100   103.02269745    60.26605606   102.99305725    60.26450729   103.02326965    60.26335144   102.99362946    60.26180267
2012 03 21 11 34 15.550   103.00756100    60.26677700   103.02210236    60.26890182   102.99245453    60.26735306   103.02266693    60.26619720   102.99302673    60.26464844
2012 03 21 11 34 15.597   103.00695800    60.26962300   103.02149963    60.27174759   102.99184418    60.27019882   103.02207184    60.26904297   102.99242401    60.26749420
2012 03 21 11 34 15.644   103.00635500    60.27246900   103.02089691    60.27459335   102.99124146    60.27304840   103.02146912    60.27188873   102.99181366    60.27034378
2012 03 21 11 34 15.691   103.00575300    60.27531400   103.02029419    60.27743912   102.99063873    60.27589035   103.02086639    60.27473450   102.99121094    60.27318573
2012 03 21 11 34 15.738   103.00515000    60.27816400   103.01968384    60.28030014   102.99003601    60.27872849   103.02026367    60.27759552   102.99061584    60.27602768
2012 03 21 11 34 15.785   103.00453900    60.28101000   103.01908112    60.28313446   102.98942566    60.28158951   103.01965332    60.28042984   102.98999786    60.27888489
2012 03 21 11 34 15.832   103.00393700    60.28385500   103.01848602    60.28598022   102.98882294    60.28443146   103.01905060    60.28327560   102.98939514    60.28172684
2012 03 21 11 34 15.878   103.00333400    60.28670100   103.01788330    60.28882599   102.98821259    60.28727722   103.01845551    60.28612137   102.98879242    60.28457260
2012 03 21 11 34 15.925   103.00273100    60.28954700   103.01728058    60.29167175   102.98760986    60.29012680   103.01785278    60.28896713   102.98818207    60.28742218
2012 03 21 11 34 15.972   103.00212900    60.29239700   103.01667023    60.29453278   102.98700714    60.29296494   103.01725006    60.29182816   102.98758698    60.29026031
2012 03 21 11 34 16.019   103.00151800    60.29524200   103.01606750    60.29736710   102.98639679    60.29582214   103.01663971    60.29466248   102.98696899    60.29311752
2012 03 21 11 34 16.066   103.00091600    60.29808800   103.01546478    60.30021286   102.98579407    60.29866409   103.01603699    60.29750824   102.98636627    60.29595947
2012 03 21 11 34 16.113   103.00031300    60.30093400   103.01486969    60.30305862   102.98518372    60.30150986   103.01544189    60.30035400   102.98576355    60.29880524
2012 03 21 11 34 16.164   102.99971000    60.30378000   103.01426697    60.30590439   102.98458099    60.30435562   103.01483917    60.30319977   102.98516083    60.30165100
2012 03 21 11 34 16.210   102.99910700    60.30662500   103.01365662    60.30875778   102.98397827    60.30719376   103.01423645    60.30605316   102.98455811    60.30448914
2012 03 21 11 34 16.257   102.99849700    60.30947100   103.01305389    60.31159592   102.98336792    60.31005096   103.01362610    60.30889130   102.98394012    60.30734634
2012 03 21 11 34 16.304   102.99789400    60.31232100   103.01245117    60.31444550   102.98276520    60.31290054   103.01302338    60.31174088   102.98333740    60.31019592
2012 03 21 11 34 16.351   102.99729200    60.31516600   103.01184845    60.31729126   102.98216248    60.31574249   103.01242065    60.31458664   102.98273468    60.31303787
2012 03 21 11 34 16.398   102.99668900    60.31801200   103.01124573    60.32014847   102.98155212    60.31858063   103.01182556    60.31744385   102.98213196    60.31587601
2012 03 21 11 34 16.445   102.99607800    60.32085800   103.01064301    60.32298279   102.98094177    60.32143784   103.01121521    60.32027817   102.98151398    60.31873322
2012 03 21 11 34 16.492   102.99547600    60.32370400   103.01004028    60.32582855   102.98033905    60.32428360   103.01061249    60.32312393   102.98091125    60.32157898
2012 03 21 11 34 16.539   102.99487300    60.32655000   103.00942993    60.32868195   102.97973633    60.32711792   103.01000977    60.32597733   102.98031616    60.32441711
2012 03 21 11 34 16.585   102.99426300    60.32939900   103.00882721    60.33152390   102.97912598    60.32997513   103.00939941    60.32881927   102.97969818    60.32727051
2012 03 21 11 34 16.632   102.99366000    60.33224500   103.00822449    60.33436966   102.97852325    60.33282471   103.00879669    60.33166504   102.97909546    60.33012009
2012 03 21 11 34 16.679   102.99305700    60.33509100   103.00762177    60.33722305   102.97791290    60.33565903   103.00820160    60.33452225   102.97849274    60.33295441
2012 03 21 11 34 16.726   102.99244700    60.33793600   103.00701904    60.34006119   102.97730255    60.33851242   103.00759125    60.33735657   102.97788239    60.33580780
2012 03 21 11 34 16.777   102.99184400    60.34078200   103.00641632    60.34290695   102.97669983    60.34136200   103.00698853    60.34020233   102.97727203    60.33865738
2012 03 21 11 34 16.824   102.99124100    60.34363200   103.00580597    60.34576416   102.97609711    60.34420013   103.00638580    60.34305954   102.97667694    60.34149551
2012 03 21 11 34 16.871   102.99063100    60.34647800   103.00520325    60.34860229   102.97548676    60.34705734   103.00577545    60.34589767   102.97605896    60.34435272
2012 03 21 11 34 16.917   102.99002800    60.34932300   103.00460052    60.35144806   102.97488403    60.34990311   103.00517273    60.34874344   102.97545624    60.34719849
2012 03 21 11 34 16.964   102.98942600    60.35216900   103.00399780    60.35430527   102.97427368    60.35273743   103.00457764    60.35160065   102.97485352    60.35003281
2012 03 21 11 34 17.011   102.98881500    60.35501500   103.00339508    60.35713959   102.97366333    60.35559464   103.00396729    60.35443497   102.97423553    60.35289001
2012 03 21 11 34 17.058   102.98821300    60.35786100   103.00278473    60.35999680   102.97306061    60.35842896   103.00336456    60.35729218   102.97364044    60.35572433
